Accession,Submitters,Organization,Release_Date,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Isolation_Source,Collection_Date,complete_date,complete_location,date_format,wild/captive,migration pattern,notes
MW164658,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5009,10305,partial,Italy: VR,Italy,Culex pipiens,,2013-07-31,TRUE,,yyyy-mm-dd,,,
MW164659,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5600,10305,partial,Italy: TV,Italy,Culex pipiens,,2013-08-07,TRUE,,yyyy-mm-dd,,,
MW164660,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5678,10305,partial,Italy: RO,Italy,Culex pipiens,,2013-08-08,TRUE,,yyyy-mm-dd,,,
MW164661,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5687,10305,partial,Italy: RO,Italy,Culex pipiens,,2013-08-08,TRUE,,yyyy-mm-dd,,,
MW164662,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5744,10305,partial,Italy: VE,Italy,Culex pipiens,,2013-08-13,TRUE,,yyyy-mm-dd,,,
MW164663,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5778,10305,partial,Italy: VR,Italy,Culex pipiens,,2013-08-13,TRUE,,yyyy-mm-dd,,,
MW164664,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5827,10305,partial,Italy: RO,Italy,Culex pipiens,,2013-08-13,TRUE,,yyyy-mm-dd,,,
MW164665,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5873,10305,partial,Italy: VE,Italy,Culex pipiens,,2013-08-13,TRUE,,yyyy-mm-dd,,,
MW164666,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool5999,10305,partial,Italy: TV,Italy,Culex pipiens,,2013-08-21,TRUE,,yyyy-mm-dd,,,
MW164667,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool6009,10305,partial,Italy: RO,Italy,Culex pipiens,,2013-08-21,TRUE,,yyyy-mm-dd,,,
MW164668,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool6465,10305,partial,Italy: VI,Italy,Culex pipiens,,2013-09-05,TRUE,,yyyy-mm-dd,,,
MW164669,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool6471,10305,partial,Italy: VI,Italy,Culex pipiens,,2013-09-05,TRUE,,yyyy-mm-dd,,,
MW164670,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,13pool6472,10305,partial,Italy: VI,Italy,Culex pipiens,,2013-09-05,TRUE,,yyyy-mm-dd,,,
MW164671,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1366,10305,partial,Italy: VR,Italy,Culex pipiens,,2014-08-20,TRUE,,yyyy-mm-dd,,,
MW164672,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1388,10305,partial,Italy: VI,Italy,Culex pipiens,,2014-08-22,TRUE,,yyyy-mm-dd,,,
MW164673,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1394,10305,partial,Italy: VE,Italy,Culex pipiens,,2014-08-26,TRUE,,yyyy-mm-dd,,,
MW164674,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1419,10305,partial,Italy: TV,Italy,Culex pipiens,,2014-08-26,TRUE,,yyyy-mm-dd,,,
MW164675,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1423,7446,partial,Italy: VE,Italy,Culex pipiens,,2014-08-26,TRUE,,yyyy-mm-dd,,,
MW164676,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1478,10305,partial,Italy: RO,Italy,Culex pipiens,,2014-09-02,TRUE,,yyyy-mm-dd,,,
MW164677,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1489,10305,partial,Italy: VR,Italy,Culex pipiens,,2014-09-02,TRUE,,yyyy-mm-dd,,,
MW164678,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1494,10305,partial,Italy: VR,Italy,Culex pipiens,,2014-09-02,TRUE,,yyyy-mm-dd,,,
MW164679,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1511,10305,partial,Italy: VI,Italy,Culex pipiens,,2014-09-03,TRUE,,yyyy-mm-dd,,,
MW164680,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1698,10305,partial,Italy: VE,Italy,Culex pipiens,,2014-09-23,TRUE,,yyyy-mm-dd,,,
MW164681,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool1703,10305,partial,Italy: VE,Italy,Culex pipiens,,2014-09-23,TRUE,,yyyy-mm-dd,,,
MW164682,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool857,10305,partial,Italy: RO,Italy,Culex pipiens,,2014-07-22,TRUE,,yyyy-mm-dd,,,
MW164683,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14pool895,10305,partial,Italy: VR,Italy,Culex pipiens,,2014-07-22,TRUE,,yyyy-mm-dd,,,
MW164684,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,14VIR5467-8,10305,partial,Italy: TV,Italy,Aves,,2014-09-02,TRUE,,yyyy-mm-dd,,,
MW164685,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1187,10305,partial,Italy: VR,Italy,Culex pipiens,,2015-07-22,TRUE,,yyyy-mm-dd,,,
MW164686,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1335,10305,partial,Italy: RO,Italy,Culex pipiens,,2015-08-03,TRUE,,yyyy-mm-dd,,,
MW164687,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1419,10305,partial,Italy: VI,Italy,Culex pipiens,,2015-08-05,TRUE,,yyyy-mm-dd,,,
MW164688,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1426,10305,partial,Italy: PD,Italy,Culex pipiens,,2015-08-06,TRUE,,yyyy-mm-dd,,,
MW164689,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1503,10305,partial,Italy: VE,Italy,Culex pipiens,,2015-08-10,TRUE,,yyyy-mm-dd,,,
MW164690,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1564,10305,partial,Italy: VE,Italy,Culex pipiens,,2015-08-17,TRUE,,yyyy-mm-dd,,,
MW164691,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1751,10305,partial,Italy: VR,Italy,Culex pipiens,,2015-09-02,TRUE,,yyyy-mm-dd,,,
MW164692,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1759,10305,partial,Italy: TV,Italy,Culex pipiens,,2015-09-02,TRUE,,yyyy-mm-dd,,,
MW164693,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15pool1939,10305,partial,Italy: UD,Italy,Culex pipiens,,2015-09-21,TRUE,,yyyy-mm-dd,,,
MW164694,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15VIR4781-31,10305,partial,Italy: TV,Italy,Turdus iliacus,,2015-09-15,TRUE,,yyyy-mm-dd,,,
MW164695,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15VIR4781-42,10305,partial,Italy: TV,Italy,Turdus merula,,2015-09-15,TRUE,,yyyy-mm-dd,,,
MW164696,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,15VIR4781-43,10305,partial,Italy: TV,Italy,Turdus merula,,2015-09-15,TRUE,,yyyy-mm-dd,,,
MW164697,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool1634,10305,partial,Italy: PD,Italy,Culex pipiens,,2016-07-20,TRUE,,yyyy-mm-dd,,,
MW164698,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool1777,10305,partial,Italy: GO,Italy,Culex pipiens,,2016-07-25,TRUE,,yyyy-mm-dd,,,
MW164699,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool1839,10305,partial,Italy: RO,Italy,Culex pipiens,,2016-08-01,TRUE,,yyyy-mm-dd,,,
MW164700,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool1870,10305,partial,Italy: VE,Italy,Culex pipiens,,2016-08-01,TRUE,,yyyy-mm-dd,,,
MW164701,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2021,10305,partial,Italy: TV,Italy,Culex pipiens,,2016-08-08,TRUE,,yyyy-mm-dd,,,
MW164702,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2106,10305,partial,Italy: RO,Italy,Culex pipiens,,2016-08-16,TRUE,,yyyy-mm-dd,,,
MW164703,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2117,10305,partial,Italy: VE,Italy,Culex pipiens,,2016-08-16,TRUE,,yyyy-mm-dd,,,
MW164704,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2311,10305,partial,Italy: VI,Italy,Culex pipiens,,2016-08-24,TRUE,,yyyy-mm-dd,,,
MW164705,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2336,10305,partial,Italy: VE,Italy,Culex pipiens,,2016-08-29,TRUE,,yyyy-mm-dd,,,
MW164706,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2355,10305,partial,Italy: UD,Italy,Culex pipiens,,2016-08-29,TRUE,,yyyy-mm-dd,,,
MW164707,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,16pool2571,10305,partial,Italy: VR,Italy,Culex pipiens,,2016-09-14,TRUE,,yyyy-mm-dd,,,
MW164708,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool103G,10305,partial,Italy: VI,Italy,Culex pipiens,,2017-08-30,TRUE,,yyyy-mm-dd,,,
MW164709,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1191,10305,partial,Italy: VE,Italy,Culex pipiens,,2017-07-17,TRUE,,yyyy-mm-dd,,,
MW164710,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1250,10305,partial,Italy: VI,Italy,Culex pipiens,,2017-07-19,TRUE,,yyyy-mm-dd,,,
MW164711,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1252,10305,partial,Italy: VI,Italy,Culex pipiens,,2017-07-19,TRUE,,yyyy-mm-dd,,,
MW164712,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1309,10305,partial,Italy: TV,Italy,Culex pipiens,,2017-07-24,TRUE,,yyyy-mm-dd,,,
MW164713,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1488,10305,partial,Italy: PD,Italy,Culex pipiens,,2017-08-02,TRUE,,yyyy-mm-dd,,,
MW164714,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1493,10305,partial,Italy: VR,Italy,Culex pipiens,,2017-08-02,TRUE,,yyyy-mm-dd,,,
MW164715,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1525,10305,partial,Italy: TV,Italy,Culex pipiens,,2017-08-07,TRUE,,yyyy-mm-dd,,,
MW164716,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1544,10305,partial,Italy: PN,Italy,Culex pipiens,,2017-08-07,TRUE,,yyyy-mm-dd,,,
MW164717,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1609,10305,partial,Italy: UD,Italy,Culex pipiens,,2017-08-16,TRUE,,yyyy-mm-dd,,,
MW164718,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1646,8886,partial,Italy: VR,Italy,Culex pipiens,,2017-08-16,TRUE,,yyyy-mm-dd,,,
MW164719,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1647,10305,partial,Italy: VR,Italy,Culex pipiens,,2017-08-16,TRUE,,yyyy-mm-dd,,,
MW164720,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1653,10305,partial,Italy: VR,Italy,Culex pipiens,,2017-08-16,TRUE,,yyyy-mm-dd,,,
MW164721,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1664,10305,partial,Italy: VR,Italy,Culex pipiens,,2017-08-16,TRUE,,yyyy-mm-dd,,,
MW164722,"Zecchin,B., Fusaro,A., Milani,A., Schivo,A., Ravagnan,S., Ormelli,S., Mavian,C., Michelutti,A., Toniolo,F., Barzon,L., Monne,I., Capelli,G., Zamperin,G.","Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Sciences",2021-10-01,17pool1671,10305,partial,Italy: PD,Italy,Culex pipiens,,2017-08-16,TRUE,,yyyy-mm-dd,,,
