Accession,Organism_Name,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
JF834597,Usutu virus,set:JF834597,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-b2/2010,Orthoflavivirus usutuense,425,partial,Bologna,Italy,,Pica pica,,29/07/2010,,
JF834598,Usutu virus,set:JF834598,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m1/2010,Orthoflavivirus usutuense,402,partial,Bologna,Italy,,Culex pipiens,,05/08/2010,,
JF834599,Usutu virus,set:JF834599,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m2/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,06/08/2010,,
JF834600,Usutu virus,set:JF834600,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m3/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,06/08/2010,,
JF834601,Usutu virus,set:JF834601,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m4/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,09/08/2010,,
JF834602,Usutu virus,set:JF834602,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m6/2010,Orthoflavivirus usutuense,417,partial,Bologna,Italy,,Culex pipiens,,11/08/2010,,
JF834603,Usutu virus,set:JF834603,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m5/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,11/08/2010,,
JF834604,Usutu virus,set:JF834604,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m7/2010,Orthoflavivirus usutuense,423,partial,Bologna,Italy,,Culex pipiens,,13/08/2010,,
JF834605,Usutu virus,set:JF834605,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m8/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,20/08/2010,,
JF834606,Usutu virus,set:JF834606,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m9/2010,Orthoflavivirus usutuense,425,partial,Bologna,Italy,,Culex pipiens,,20/08/2010,,
JF834607,Usutu virus,set:JF834607,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m10/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,20/08/2010,,
JF834608,Usutu virus,set:JF834608,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m11/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,20/08/2010,,
JF834609,Usutu virus,set:JF834609,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m12/2010,Orthoflavivirus usutuense,402,partial,Bologna,Italy,,Culex pipiens,,20/08/2010,,
JF834610,Usutu virus,set:JF834610,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m13/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,25/08/2010,,
JF834611,Usutu virus,set:JF834611,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m14/2010,Orthoflavivirus usutuense,427,partial,Bologna,Italy,,Culex pipiens,,25/08/2010,,
JF834612,Usutu virus,set:JF834612,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m15/2010,Orthoflavivirus usutuense,425,partial,Bologna,Italy,,Culex pipiens,,25/08/2010,,
JF834613,Usutu virus,set:JF834613,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m16/2010,Orthoflavivirus usutuense,427,partial,Bologna,Italy,,Culex pipiens,,25/08/2010,,
JF834614,Usutu virus,set:JF834614,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m17/2010,Orthoflavivirus usutuense,427,partial,Bologna,Italy,,Culex pipiens,,25/08/2010,,
JF834615,Usutu virus,set:JF834615,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-BO-m18/2010,Orthoflavivirus usutuense,426,partial,Bologna,Italy,,Culex pipiens,,08/09/2010,,
JF834616,Usutu virus,set:JF834616,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FC-m1/2010,Orthoflavivirus usutuense,427,partial,Forlì-Cesena,Italy,,Culex pipiens,,01/09/2010,,
JF834617,Usutu virus,set:JF834617,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FC-b1/2010,Orthoflavivirus usutuense,425,partial,Forlì-Cesena,Italy,,Turdus merula,,20/08/2010,,
JF834618,Usutu virus,set:JF834618,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FC-b2/2010,Orthoflavivirus usutuense,426,partial,Forlì-Cesena,Italy,,Turdus merula,,13/10/2010,,
JF834619,Usutu virus,set:JF834619,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FE-m1/2010,Orthoflavivirus usutuense,427,partial,Ferrara,Italy,,Culex pipiens,,06/08/2010,,
JF834620,Usutu virus,set:JF834620,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FE-m3/2010,Orthoflavivirus usutuense,427,partial,Ferrara,Italy,,Culex pipiens,,23/08/2010,,
JF834621,Usutu virus,set:JF834621,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FE-m4/2010,Orthoflavivirus usutuense,426,partial,Ferrara,Italy,,Culex pipiens,,26/08/2010,,
JF834622,Usutu virus,set:JF834622,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FE-m5/2010,Orthoflavivirus usutuense,425,partial,Ferrara,Italy,,Culex pipiens,,09/09/2010,,
JF834623,Usutu virus,set:JF834623,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FE-m6/2010,Orthoflavivirus usutuense,424,partial,Ferrara,Italy,,Culex pipiens,,22/09/2010,,
JF834624,Usutu virus,set:JF834624,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-FE-m7/2010,Orthoflavivirus usutuense,426,partial,Ferrara,Italy,,Culex pipiens,,23/09/2010,,
JF834625,Usutu virus,set:JF834625,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m6/2010,Orthoflavivirus usutuense,403,partial,Modena,Italy,,Culex pipiens,,09/08/2010,,
JF834626,Usutu virus,set:JF834626,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m7/2010,Orthoflavivirus usutuense,429,partial,Modena,Italy,,Culex pipiens,,12/08/2010,,
JF834627,Usutu virus,set:JF834627,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m8/2010,Orthoflavivirus usutuense,429,partial,Modena,Italy,,Culex pipiens,,12/08/2010,,
JF834628,Usutu virus,set:JF834628,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m35/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834629,Usutu virus,set:JF834629,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m9/2010,Orthoflavivirus usutuense,426,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834630,Usutu virus,set:JF834630,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m10/2010,Orthoflavivirus usutuense,429,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834631,Usutu virus,set:JF834631,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m12/2010,Orthoflavivirus usutuense,429,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834632,Usutu virus,set:JF834632,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m13/2010,Orthoflavivirus usutuense,429,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834633,Usutu virus,set:JF834633,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m15/2010,Orthoflavivirus usutuense,405,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834634,Usutu virus,set:JF834634,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m36/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834635,Usutu virus,set:JF834635,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m11/2010,Orthoflavivirus usutuense,429,partial,Modena,Italy,,Culex pipiens,,19/08/2010,,
JF834636,Usutu virus,set:JF834636,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m16/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,21/08/2010,,
JF834637,Usutu virus,set:JF834637,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m17/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,23/08/2010,,
JF834638,Usutu virus,set:JF834638,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m1/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,23/08/2010,,
JF834639,Usutu virus,set:JF834639,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m18/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,23/08/2010,,
JF834640,Usutu virus,set:JF834640,"Calzolari,M., Gaibani,P., Bellini,R., Defilippo,F., Pierro,A., Albieri,A., Maioli,G., Luppi,A., Rossini,G., Balzani,A., Tamba,M., Galletti,G., Gelati,A., Carrieri,M., Poglayen,G., Cavrini,F., Natalini,S., Dottori,M., Sambri,V., Angelini,P., Bonilauri,P.","Istituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia-Romagna, Laboratorio Entomologico - Sezione Reggio Emilia",Italy,11/10/2011,USU-MO-m19/2010,Orthoflavivirus usutuense,427,partial,Modena,Italy,,Culex pipiens,,24/08/2010,,
