tipnames,sequence_accession,sequence_isolate,nuts0_name,nuts0_id,nuts1_name,nuts1_id,nuts2_name,nuts2_id,nuts3_name,nuts3_id,date_ymd,date_dec,date_ym,date_y,host_class,host_order,host_family,host_sciname,host_commonname,organization,collection_location,tissue_specimen_source,biosample,bioproject,date_format,geocode_coords,location_precision,sequence_start,sequence_end,sequence_length,generegion_NS5_8968_9264,generegion_NS5_9100_9600,generegion_NS5_10042_10312,generegion_env_1003_1491,generegion_nflg,lineage,sublineage,drop_fli
NA|USUV-5432/France/2018|turdus_merula|FR|2018-08-13,NA,USUV-5432/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Ille-et-Vilaine,FRH03,2018-08-13,2018.61369863014,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,gaël,NA,NA,NA,dd-mm-yyyy,"c(-2.221132, 48.131845)",exact,9137,9262,125,0,0,0,0,0,NA,NA,FALSE
NA|USUV-5442/France/2018|tetrao_urogallus|FR|2018-08-21,NA,USUV-5442/France/2018,France,FR,Grand Est,FRF,Lorraine,FRF3,Moselle,FRF33,2018-08-21,2018.63561643836,2018-08,2018,Aves,galliformes,phasianidae,tetrao urogallus,western capercaillie,NA,rhodes (parc animalier de sainte-croix),NA,NA,NA,dd-mm-yyyy,"c(6.895211, 48.771829)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5453/France/2018|turdus_merula|FR|2018-08-20,NA,USUV-5453/France/2018,France,FR,Nouvelle-Aquitaine,FRI,Limousin,FRI2,Haute-Vienne,FRI23,2018-08-20,2018.63287671233,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,*verneuil-sur-vienne (sos faune sauvage),NA,NA,NA,dd-mm-yyyy,"c(1.1648377, 45.8345839)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5490/France/2018|strix_nebulosa|FR|2018-08-07,NA,USUV-5490/France/2018,France,FR,Grand Est,FRF,Lorraine,FRF3,Moselle,FRF33,2018-08-07,2018.59726027397,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,amneville (parc zoologique),NA,NA,NA,dd-mm-yyyy,"c(6.142912, 49.2599469)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5525/France/2018|turdus_merula|FR|2018-08-20,NA,USUV-5525/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Indre,FRB03,2018-08-20,2018.63287671233,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,douadic,NA,NA,NA,dd-mm-yyyy,"c(1.111973, 46.7045109)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5533/France/2018|strix_nebulosa|FR|2018-08-22,NA,USUV-5533/France/2018,France,FR,Normandie,FRD,Haute-Normandie,FRD2,Eure,FRD21,2018-08-22,2018.63835616438,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,marcilly la campagne (les ailes d'urga),NA,NA,NA,dd-mm-yyyy,"c(1.200879, 48.833473)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5612/France/2018|erithacus_rubecula|FR|2018-08-25,NA,USUV-5612/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Indre,FRB03,2018-08-25,2018.64657534247,2018-08,2018,Aves,passeriformes,muscicapidae,erithacus rubecula,european robin,NA,le blanc,NA,NA,NA,dd-mm-yyyy,"c(1.0632696, 46.6332913)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5615/France/2018|strix_nebulosa|FR|2018-08-26,NA,USUV-5615/France/2018,France,FR,Nouvelle-Aquitaine,FRI,Poitou-Charentes,FRI3,Vienne,FRI34,2018-08-26,2018.64931506849,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,lencloître (le colombier),NA,NA,NA,dd-mm-yyyy,"c(0.2742435, 46.8027039)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5700/France/2018|strix_nebulosa|FR|2018-08-23,NA,USUV-5700/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Loir-et-Cher,FRB05,2018-08-23,2018.64109589041,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,saint-aignan (zooparc de beauval),NA,NA,NA,dd-mm-yyyy,"c(1.35309, 47.2476534)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5701/France/2018|turdus_merula|FR|2018-08-24,NA,USUV-5701/France/2018,France,FR,Bourgogne-Franche-Comté,FRC,Bourgogne,FRC1,Yonne,FRC14,2018-08-24,2018.64383561644,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,branches,NA,NA,NA,dd-mm-yyyy,"c(3.481244, 47.8848)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5917/France/2018|strix_nebulosa|FR|2018-09-03,NA,USUV-5917/France/2018,France,FR,Grand Est,FRF,Alsace,FRF1,Bas-Rhin,FRF11,2018-09-03,2018.67123287671,2018-09,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,kintzheim (volerie des aigles),NA,NA,NA,dd-mm-yyyy,"c(7.3864071, 48.2561675)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5925/France/2018|turdus_merula|FR|2018-09-02,NA,USUV-5925/France/2018,France,FR,Nouvelle-Aquitaine,FRI,Aquitaine,FRI1,Gironde,FRI12,2018-09-02,2018.66849315068,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,audenge,NA,NA,NA,dd-mm-yyyy,"c(-1.015512, 44.683992)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5930/France/2018|turdus_merula|FR|2018-08-23,NA,USUV-5930/France/2018,France,FR,Nouvelle-Aquitaine,FRI,Aquitaine,FRI1,Gironde,FRI12,2018-08-23,2018.64109589041,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,la teste-de-buch,NA,NA,NA,dd-mm-yyyy,"c(-1.148224, 44.631077)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5932/France/2018|turdus_merula|FR|2018-09-02,NA,USUV-5932/France/2018,France,FR,Occitanie,FRJ,Languedoc-Roussillon,FRJ1,Gard,FRJ12,2018-09-02,2018.66849315068,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,castillon-du-gard,NA,NA,NA,dd-mm-yyyy,"c(4.554576, 43.970383)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5957/France/2018|turdus_merula|FR|2018-08-31,NA,USUV-5957/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Indre,FRB03,2018-08-31,2018.66301369863,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,la châtre,NA,NA,NA,dd-mm-yyyy,"c(1.986165, 46.581832)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6000/France/2018|turdus_merula|FR|2018-08-31,NA,USUV-6000/France/2018,France,FR,Grand Est,FRF,Lorraine,FRF3,Meurthe-et-Moselle,FRF31,2018-08-31,2018.66301369863,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,maxéville,NA,NA,NA,dd-mm-yyyy,"c(6.165043, 48.711211)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6001/France/2018|turdus_merula|FR|2018-09-04,NA,USUV-6001/France/2018,France,FR,Grand Est,FRF,Lorraine,FRF3,Meurthe-et-Moselle,FRF31,2018-09-04,2018.67397260274,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,laxou,NA,NA,NA,dd-mm-yyyy,"c(6.152525, 48.684256)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6012/France/2018|turdus_merula|FR|2018-08-27,NA,USUV-6012/France/2018,France,FR,Pays de la Loire,FRG,Pays de la Loire,FRG0,Sarthe,FRG04,2018-08-27,2018.65205479452,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,arçonnay,NA,NA,NA,dd-mm-yyyy,"c(0.087244, 48.39691)",exact,9009,9262,253,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6041/France/2018|turdus_merula|FR|2018-08-30,NA,USUV-6041/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Morbihan,FRH04,2018-08-30,2018.6602739726,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,locoal-mendon,NA,NA,NA,dd-mm-yyyy,"c(-3.1089753, 47.712606)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6042/France/2018|turdus_merula|FR|2018-09-02,NA,USUV-6042/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Morbihan,FRH04,2018-09-02,2018.66849315068,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,pluvigner,NA,NA,NA,dd-mm-yyyy,"c(-3.009527, 47.777282)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6043/France/2018|turdus_merula|FR|2018-09-04,NA,USUV-6043/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Morbihan,FRH04,2018-09-04,2018.67397260274,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,pluvigner,NA,NA,NA,dd-mm-yyyy,"c(-3.009527, 47.777282)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6044/France/2018|turdus_merula|FR|2018-09-05,NA,USUV-6044/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Morbihan,FRH04,2018-09-05,2018.67671232877,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,merlevenez,NA,NA,NA,dd-mm-yyyy,"c(-3.234408, 47.736367)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6045/France/2018|turdus_merula|FR|2018-09-05,NA,USUV-6045/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Morbihan,FRH04,2018-09-05,2018.67671232877,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,merlevenez,NA,NA,NA,dd-mm-yyyy,"c(-3.234408, 47.736367)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6046/France/2018|turdus_merula|FR|2018-09-06,NA,USUV-6046/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Indre-et-Loire,FRB04,2018-09-06,2018.67945205479,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,saint-ouen-les-vignes,NA,NA,NA,dd-mm-yyyy,"c(0.994565, 47.467288)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6056/France/2018|turdus_merula|FR|2018-09-05,NA,USUV-6056/France/2018,France,FR,Bourgogne-Franche-Comté,FRC,Bourgogne,FRC1,Nièvre,FRC12,2018-09-05,2018.67671232877,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,varennes-vauzelles,NA,NA,NA,dd-mm-yyyy,"c(3.1388543, 47.0117913)",exact,8969,9148,179,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6159/France/2018|turdus_merula|FR|2018-08-28,NA,USUV-6159/France/2018,France,FR,Hauts-de-France,FRE,Nord-Pas de Calais,FRE1,Pas-de-Calais,FRE12,2018-08-28,2018.65479452055,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,avion,NA,NA,NA,dd-mm-yyyy,"c(2.824277, 50.412326)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6236/France/2018|turdus_merula|FR|2018-09-10,NA,USUV-6236/France/2018,France,FR,Grand Est,FRF,Champagne-Ardenne,FRF2,Marne,FRF23,2018-09-10,2018.6904109589,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,monthelon,NA,NA,NA,dd-mm-yyyy,"c(3.93573, 48.993749)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6510/France/2018|turdus_merula|FR|2018-09-15,NA,USUV-6510/France/2018,France,FR,Bretagne,FRH,Bretagne,FRH0,Côtes-d’Armor,FRH01,2018-09-15,2018.70410958904,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,hénon,NA,NA,NA,dd-mm-yyyy,"c(-2.684435, 48.385836)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6567/France/2018|turdus_merula|FR|2018-09-20,NA,USUV-6567/France/2018,France,FR,Auvergne-Rhône-Alpes,FRK,Auvergne,FRK1,Allier,FRK11,2018-09-20,2018.71780821918,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,yzeure,NA,NA,NA,dd-mm-yyyy,"c(3.354775, 46.566314)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6568/France/2018|strix_nebulosa|FR|2018-09-24,NA,USUV-6568/France/2018,France,FR,Ile-de-France,FR1,Ile-de-France,FR10,Yvelines,FR103,2018-09-24,2018.72876712329,2018-09,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,*rambouillet (onf),NA,NA,NA,dd-mm-yyyy,"c(1.829079, 48.643868)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6569/France/2018|strix_nebulosa|FR|2018-09-24,NA,USUV-6569/France/2018,France,FR,Ile-de-France,FR1,Ile-de-France,FR10,Yvelines,FR103,2018-09-24,2018.72876712329,2018-09,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,*rambouillet (onf),NA,NA,NA,dd-mm-yyyy,"c(1.829079, 48.643868)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6737/France/2018|turdus_merula|FR|2018-09-27,NA,USUV-6737/France/2018,France,FR,Nouvelle-Aquitaine,FRI,Limousin,FRI2,Creuse,FRI22,2018-09-27,2018.73698630137,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,rivières,NA,NA,NA,dd-mm-yyyy,"c(2.213749, 46.227638)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6804/France/2018|turdus_merula|FR|2018-09-16,NA,USUV-6804/France/2018,France,FR,Occitanie,FRJ,Languedoc-Roussillon,FRJ1,Gard,FRJ12,2018-09-16,2018.70684931507,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,le garn,NA,NA,NA,dd-mm-yyyy,"c(4.4723119, 44.307257)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6806/France/2018|turdus_merula|FR|2018-10-01,NA,USUV-6806/France/2018,France,FR,Occitanie,FRJ,Languedoc-Roussillon,FRJ1,Gard,FRJ12,2018-10-01,2018.74794520548,2018-10,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,nimes,NA,NA,NA,dd-mm-yyyy,"c(4.3599997, 43.8338727)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6831/France/2018|turdus_merula|FR|2018-09-28,NA,USUV-6831/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Loiret,FRB06,2018-09-28,2018.7397260274,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,guilly,NA,NA,NA,dd-mm-yyyy,"c(2.272671, 47.803741)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6894/France/2018|turdus_merula|FR|2018-09-17,NA,USUV-6894/France/2018,France,FR,Ile-de-France,FR1,Ile-de-France,FR10,Seine-et-Marne,FR102,2018-09-17,2018.7095890411,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,bréau,NA,NA,NA,dd-mm-yyyy,"c(2.880461, 48.556606)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6895/France/2018|turdus_merula|FR|2018-10-02,NA,USUV-6895/France/2018,France,FR,Ile-de-France,FR1,Ile-de-France,FR10,Seine-et-Marne,FR102,2018-10-02,2018.75068493151,2018-10,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,bréau,NA,NA,NA,dd-mm-yyyy,"c(2.880461, 48.556606)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-7323/France/2018|garrulus_glandarius|FR|2018-10-02,NA,USUV-7323/France/2018,France,FR,Grand Est,FRF,Lorraine,FRF3,Vosges,FRF34,2018-10-02,2018.75068493151,2018-10,2018,Aves,passeriformes,corvidae,garrulus glandarius,eurasian jay,NA,ville-sur-illon,NA,NA,NA,dd-mm-yyyy,"c(6.209698, 48.179246)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-7378/France/2018|turdus_merula|FR|2018-08-14,NA,USUV-7378/France/2018,France,FR,Ile-de-France,FR1,Ile-de-France,FR10,Yvelines,FR103,2018-08-14,2018.61643835616,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,rambouillet,NA,NA,NA,dd-mm-yyyy,"c(1.829079, 48.643868)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-7380/France/2018|poecile_atricapillus|FR|2018-08-27,NA,USUV-7380/France/2018,France,FR,Ile-de-France,FR1,Ile-de-France,FR10,Essonne,FR104,2018-08-27,2018.65205479452,2018-08,2018,Aves,passeriformes,paridae,poecile atricapillus,black-capped chickadee,NA,briis-sous-forges,NA,NA,NA,dd-mm-yyyy,"c(2.123584, 48.62436)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6698/France/2020|turdus_merula|FR|2020-08-07,NA,USUV-6698/France/2020,France,FR,Grand Est,FRF,Champagne-Ardenne,FRF2,Marne,FRF23,2020-08-07,2020.59836065574,2020-08,2020,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,reims,NA,NA,NA,dd-mm-yyyy,"c(4.031696, 49.258329)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6699/France/2020|turdus_merula|FR|2020-09-17,NA,USUV-6699/France/2020,France,FR,Bourgogne-Franche-Comté,FRC,Bourgogne,FRC1,Yonne,FRC14,2020-09-17,2020.71038251366,2020-09,2020,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,charmoy,NA,NA,NA,dd-mm-yyyy,"c(3.490504, 47.940292)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6802/France/2020|turdus_merula|FR|2020-09-16,NA,USUV-6802/France/2020,France,FR,Auvergne-Rhône-Alpes,FRK,Rhône-Alpes,FRK2,Isère,FRK24,2020-09-16,2020.70765027322,2020-09,2020,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,grenoble,NA,NA,NA,dd-mm-yyyy,"c(5.724524, 45.188529)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-10488/France/2021|passer_domesticus|FR|2021-08-30,NA,USUV-10488/France/2021,France,FR,Bourgogne-Franche-Comté,FRC,Bourgogne,FRC1,Yonne,FRC14,2021-08-30,2021.6602739726,2021-08,2021,Aves,passeriformes,passeridae,passer domesticus,house sparrow,NA,merry-sec,NA,NA,NA,dd-mm-yyyy,"c(3.482554, 47.655792)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-10492/France/2021|turdus_merula|FR|2021-09-15,NA,USUV-10492/France/2021,France,FR,Grand Est,FRF,Alsace,FRF1,Bas-Rhin,FRF11,2021-09-15,2021.70410958904,2021-09,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,brumath,NA,NA,NA,dd-mm-yyyy,"c(7.708784, 48.730702)",exact,8969,9235,266,1,0,0,0,0,NA,NA,FALSE
NA|USUV-1434/France/2021|turdus_merula|FR|2021-10-11,NA,USUV-1434/France/2021,France,FR,Auvergne-Rhône-Alpes,FRK,Rhône-Alpes,FRK2,Isère,FRK24,2021-10-11,2021.77534246575,2021-10,2021,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,les avenières veyrins-thuellin,NA,NA,NA,dd-mm-yyyy,"c(5.5627268, 45.6356444)",exact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA|23pool1280_23RS1633-583|culex_pipiens|IT|2023-07-05,NA,23pool1280_23RS1633-583,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2023-07-05,2023.50684931507,2023-07,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"selvazzano dentro, padua",NA,NA,NA,dd-mm-yyyy,"c(11.7915896, 45.387051)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
NA|23pool1744_23RS1822-82|culex_pipiens|IT|2023-08-03,NA,23pool1744_23RS1822-82,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Treviso,ITH34,2023-08-03,2023.58630136986,2023-08,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"riese pio x, treviso",NA,NA,NA,dd-mm-yyyy,"c(11.9145706, 45.7289954)",exact,2856,10313,7457,1,1,1,0,1,NA,NA,FALSE
NA|23VIR9300|turdus_merula|IT|2023-10-01,NA,23VIR9300,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2023-10-01,2023.74794520548,2023-10,2023,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,"sant'ambrogio di valpolicella, verona",NA,NA,NA,dd-mm-yyyy,"c(10.8379705, 45.5215467)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
NA|23VIR8795|turdus_merula|IT|2023-08-23,NA,23VIR8795,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2023-08-23,2023.64109589041,2023-08,2023,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,"meolo, venice",NA,NA,NA,dd-mm-yyyy,"c(12.4542146, 45.6179681)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
NA|23pool1901_23RS1909-300|culex_pipiens|IT|2023-08-16,NA,23pool1901_23RS1909-300,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Venezia,ITH35,2023-08-16,2023.62191780822,2023-08,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"campagna lupia, venice",NA,NA,NA,dd-mm-yyyy,"c(12.0993234, 45.3523478)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
NA|23pool2067_23RS1943-143|culex_pipiens|IT|2023-08-24,NA,23pool2067_23RS1943-143,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Verona,ITH31,2023-08-24,2023.64383561644,2023-08,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"oppeano, verona",NA,NA,NA,dd-mm-yyyy,"c(11.1784153, 45.3044219)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
NA|23pool2138_23RS2497-1|culex_pipiens|IT|2023-11-13,NA,23pool2138_23RS2497-1,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Vicenza,ITH32,2023-11-13,2023.86575342466,2023-11,2023,insecta,diptera,culicidae,culex pipiens,culex pipiens,NA,"barbarano mossano, vicenza",NA,NA,NA,dd-mm-yyyy,"c(11.5755758, 45.3920141)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
NA|23VIR8708|columbidae_sp|IT|2023-09-01,NA,23VIR8708,Italia,IT,Nord-Est,ITH,Veneto,ITH3,Padova,ITH36,2023-09-01,2023.66575342466,2023-09,2023,Aves,columbiformes,columbidae,columbidae sp.,pigeon/dove sp.,NA,"ponte san nicolò, padua",NA,NA,NA,dd-mm-yyyy,"c(11.9204803, 45.3705187)",exact,1,10313,10312,1,1,1,1,1,NA,NA,FALSE
MN395372|NA|turdus_merula|CZ|NA,MN395372,NA,Česko,CZ,Česko,CZ0,Jihovýchod,CZ06,Jihomoravský kraj,CZ064,NA,NA,NA,NA,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,"Biology Centre of the Czech Academy of Sciences, Institute of Parasitology",czech republic: brno,brain,NA,NA,missing,"c(16.6068371, 49.1950602)",exact,469,2378,1909,0,0,0,1,0,NA,NA,FALSE
LT854220|NA|NA|FR|NA,LT854220,NA,France,FR,Occitanie,FRJ,Languedoc-Roussillon,FRJ1,Hérault,FRJ13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laboratory of Virology, Montpellier University Hospital, 80, avenue A. Fliche, 34295",montpellier,NA,NA,NA,missing,"c(3.8761323, 43.6108535)",exact,8948,9216,268,1,0,0,0,0,NA,NA,FALSE
NA|USUV-6736/France/2017|strix_nebulosa|FR|2017-08,NA,USUV-6736/France/2017,France,FR,Grand Est,FRF,Alsace,FRF1,Haut-Rhin,FRF12,NA,NA,2017-08,2017,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,mulhouse (parc zoologique et botanique),NA,NA,NA,mm-yyyy,"c(7.347643, 47.7316328)",exact,8998,9850,852,1,1,0,0,0,NA,NA,FALSE
NA|USUV-5425/France/2018|bubo_scandiacus|FR|2018-08,NA,USUV-5425/France/2018,France,FR,Auvergne-Rhône-Alpes,FRK,Auvergne,FRK1,Allier,FRK11,NA,NA,2018-08,2018,Aves,strigiformes,strigidae,bubo scandiacus,snowy owl,NA,"*moulins (eurofins, laboratoire cœur de france)",NA,NA,NA,mm-yyyy,"c(3.3400614, 46.5432706)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5450/France/2018|turdus_merula|FR|2018-08,NA,USUV-5450/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Cher,FRB01,NA,NA,2018-08,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,*bourges (fédération des chasseur du cher),NA,NA,NA,mm-yyyy,"c(2.3597336, 47.0598809)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5693/France/2018|strix_nebulosa|FR|2018-08,NA,USUV-5693/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Loir-et-Cher,FRB05,NA,NA,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,saint-aignan (zooparc de beauval),NA,NA,NA,mm-yyyy,"c(1.35309, 47.2476534)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5695/France/2018|strix_nebulosa|FR|2018-08,NA,USUV-5695/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Loir-et-Cher,FRB05,NA,NA,2018-08,2018,Aves,strigiformes,strigidae,strix nebulosa,great grey owl,NA,saint-aignan (zooparc de beauval),NA,NA,NA,mm-yyyy,"c(1.35309, 47.2476534)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
NA|USUV-5940/France/2018|turdus_merula|FR|2018-09,NA,USUV-5940/France/2018,France,FR,Centre — Val de Loire,FRB,Centre — Val de Loire,FRB0,Cher,FRB01,NA,NA,2018-09,2018,Aves,passeriformes,turdidae,turdus merula,eurasian blackbird,NA,*bourges (fédération des chasseur du cher),NA,NA,NA,mm-yyyy,"c(2.3597336, 47.0598809)",exact,8969,9262,293,1,0,0,0,0,NA,NA,FALSE
